dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,registered,cnt
2011-12-04,Winter,2011,December,0,Sunday,0,Clear/Cloudy,2851,3485
2011-12-05,Winter,2011,December,0,Monday,1,Mist/Cloudy,3578,3811
2011-12-06,Winter,2011,December,0,Tuesday,1,Light Snow/Light Rain/Cloudy,2468,2594
2011-12-07,Winter,2011,December,0,Wednesday,1,Light Snow/Light Rain/Cloudy,655,705
2011-12-08,Winter,2011,December,0,Thursday,1,Clear/Cloudy,3172,3322
2011-12-09,Winter,2011,December,0,Friday,1,Clear/Cloudy,3359,3620
2011-12-10,Winter,2011,December,0,Saturday,0,Clear/Cloudy,2688,3190
2011-12-11,Winter,2011,December,0,Sunday,0,Clear/Cloudy,2366,2743
2011-12-12,Winter,2011,December,0,Monday,1,Clear/Cloudy,3167,3310
2011-12-13,Winter,2011,December,0,Tuesday,1,Clear/Cloudy,3368,3523
2011-12-14,Winter,2011,December,0,Wednesday,1,Mist/Cloudy,3562,3740
2011-12-15,Winter,2011,December,0,Thursday,1,Mist/Cloudy,3528,3709
2011-12-16,Winter,2011,December,0,Friday,1,Mist/Cloudy,3399,3577
2011-12-17,Winter,2011,December,0,Saturday,0,Mist/Cloudy,2464,2739
2011-12-18,Winter,2011,December,0,Sunday,0,Clear/Cloudy,2211,2431
2011-12-19,Winter,2011,December,0,Monday,1,Clear/Cloudy,3143,3403
2011-12-20,Winter,2011,December,0,Tuesday,1,Mist/Cloudy,3534,3750
2011-12-21,Spring,2011,December,0,Wednesday,1,Mist/Cloudy,2553,2660
2011-12-22,Spring,2011,December,0,Thursday,1,Mist/Cloudy,2841,3068
2011-12-23,Spring,2011,December,0,Friday,1,Clear/Cloudy,2046,2209
2011-12-24,Spring,2011,December,0,Saturday,0,Clear/Cloudy,856,1011
2011-12-25,Spring,2011,December,0,Sunday,0,Clear/Cloudy,451,754
2011-12-26,Spring,2011,December,1,Monday,0,Clear/Cloudy,887,1317
2011-12-27,Spring,2011,December,0,Tuesday,1,Mist/Cloudy,1059,1162
2011-12-28,Spring,2011,December,0,Wednesday,1,Clear/Cloudy,2047,2302
2011-12-29,Spring,2011,December,0,Thursday,1,Clear/Cloudy,2169,2423
2011-12-30,Spring,2011,December,0,Friday,1,Clear/Cloudy,2508,2999
2011-12-31,Spring,2011,December,0,Saturday,0,Clear/Cloudy,1820,2485
2012-01-01,Spring,2012,January,0,Sunday,0,Clear/Cloudy,1608,2294
2012-01-02,Spring,2012,January,1,Monday,0,Clear/Cloudy,1707,1951
2012-01-03,Spring,2012,January,0,Tuesday,1,Clear/Cloudy,2147,2236
2012-01-04,Spring,2012,January,0,Wednesday,1,Mist/Cloudy,2273,2368
2012-01-05,Spring,2012,January,0,Thursday,1,Clear/Cloudy,3132,3272
2012-01-06,Spring,2012,January,0,Friday,1,Clear/Cloudy,3791,4098
2012-01-07,Spring,2012,January,0,Saturday,0,Clear/Cloudy,3451,4521
2012-01-08,Spring,2012,January,0,Sunday,0,Clear/Cloudy,2826,3425
2012-01-09,Spring,2012,January,0,Monday,1,Mist/Cloudy,2270,2376
2012-01-10,Spring,2012,January,0,Tuesday,1,Clear/Cloudy,3425,3598
2012-01-11,Spring,2012,January,0,Wednesday,1,Mist/Cloudy,2085,2177
2012-01-12,Spring,2012,January,0,Thursday,1,Mist/Cloudy,3828,4097
2012-01-13,Spring,2012,January,0,Friday,1,Clear/Cloudy,3040,3214
2012-01-14,Spring,2012,January,0,Saturday,0,Clear/Cloudy,2160,2493
2012-01-15,Spring,2012,January,0,Sunday,0,Clear/Cloudy,2027,2311
2012-01-16,Spring,2012,January,1,Monday,0,Clear/Cloudy,2081,2298
2012-01-17,Spring,2012,January,0,Tuesday,1,Mist/Cloudy,2808,2935
2012-01-18,Spring,2012,January,0,Wednesday,1,Clear/Cloudy,3267,3376
2012-01-19,Spring,2012,January,0,Thursday,1,Clear/Cloudy,3162,3292
2012-01-20,Spring,2012,January,0,Friday,1,Mist/Cloudy,3048,3163
2012-01-21,Spring,2012,January,0,Saturday,0,Mist/Cloudy,1234,1301
2012-01-22,Spring,2012,January,0,Sunday,0,Mist/Cloudy,1781,1977
2012-01-23,Spring,2012,January,0,Monday,1,Mist/Cloudy,2287,2432
2012-01-24,Spring,2012,January,0,Tuesday,1,Clear/Cloudy,3900,4339
2012-01-25,Spring,2012,January,0,Wednesday,1,Clear/Cloudy,3803,4270
2012-01-26,Spring,2012,January,0,Thursday,1,Mist/Cloudy,3831,4075
2012-01-27,Spring,2012,January,0,Friday,1,Mist/Cloudy,3187,3456
2012-01-28,Spring,2012,January,0,Saturday,0,Clear/Cloudy,3248,4023
2012-01-29,Spring,2012,January,0,Sunday,0,Clear/Cloudy,2685,3243
2012-01-30,Spring,2012,January,0,Monday,1,Clear/Cloudy,3498,3624
2012-01-31,Spring,2012,January,0,Tuesday,1,Clear/Cloudy,4185,4509
2012-02-01,Spring,2012,February,0,Wednesday,1,Clear/Cloudy,4275,4579
2012-02-02,Spring,2012,February,0,Thursday,1,Mist/Cloudy,3571,3761
2012-02-03,Spring,2012,February,0,Friday,1,Clear/Cloudy,3841,4151
2012-02-04,Spring,2012,February,0,Saturday,0,Mist/Cloudy,2448,2832
2012-02-05,Spring,2012,February,0,Sunday,0,Mist/Cloudy,2629,2947
2012-02-06,Spring,2012,February,0,Monday,1,Clear/Cloudy,3578,3784
2012-02-07,Spring,2012,February,0,Tuesday,1,Clear/Cloudy,4176,4375
2012-02-08,Spring,2012,February,0,Wednesday,1,Mist/Cloudy,2693,2802
2012-02-09,Spring,2012,February,0,Thursday,1,Clear/Cloudy,3667,3830
2012-02-10,Spring,2012,February,0,Friday,1,Mist/Cloudy,3604,3831
2012-02-11,Spring,2012,February,0,Saturday,0,Light Snow/Light Rain/Cloudy,1977,2169
2012-02-12,Spring,2012,February,0,Sunday,0,Clear/Cloudy,1456,1529
2012-02-13,Spring,2012,February,0,Monday,1,Clear/Cloudy,3328,3422
2012-02-14,Spring,2012,February,0,Tuesday,1,Mist/Cloudy,3787,3922
2012-02-15,Spring,2012,February,0,Wednesday,1,Clear/Cloudy,4028,4169
2012-02-16,Spring,2012,February,0,Thursday,1,Mist/Cloudy,2931,3005
2012-02-17,Spring,2012,February,0,Friday,1,Clear/Cloudy,3805,4154
2012-02-18,Spring,2012,February,0,Saturday,0,Clear/Cloudy,2883,4318
2012-02-19,Spring,2012,February,0,Sunday,0,Mist/Cloudy,2071,2689
2012-02-20,Spring,2012,February,1,Monday,0,Clear/Cloudy,2627,3129
2012-02-21,Spring,2012,February,0,Tuesday,1,Clear/Cloudy,3614,3777
2012-02-22,Spring,2012,February,0,Wednesday,1,Clear/Cloudy,4379,4773
2012-02-23,Spring,2012,February,0,Thursday,1,Clear/Cloudy,4546,5062
2012-02-24,Spring,2012,February,0,Friday,1,Mist/Cloudy,3241,3487
2012-02-25,Spring,2012,February,0,Saturday,0,Clear/Cloudy,2415,2732
2012-02-26,Spring,2012,February,0,Sunday,0,Clear/Cloudy,2874,3389
2012-02-27,Spring,2012,February,0,Monday,1,Clear/Cloudy,4069,4322
2012-02-28,Spring,2012,February,0,Tuesday,1,Clear/Cloudy,4134,4363
2012-02-29,Spring,2012,February,0,Wednesday,1,Mist/Cloudy,1769,1834
2012-03-01,Spring,2012,March,0,Thursday,1,Clear/Cloudy,4665,4990
2012-03-02,Spring,2012,March,0,Friday,1,Mist/Cloudy,2948,3194
2012-03-03,Spring,2012,March,0,Saturday,0,Mist/Cloudy,3110,4066
2012-03-04,Spring,2012,March,0,Sunday,0,Clear/Cloudy,2713,3423
2012-03-05,Spring,2012,March,0,Monday,1,Clear/Cloudy,3130,3333
2012-03-06,Spring,2012,March,0,Tuesday,1,Clear/Cloudy,3735,3956
2012-03-07,Spring,2012,March,0,Wednesday,1,Clear/Cloudy,4484,4916
2012-03-08,Spring,2012,March,0,Thursday,1,Clear/Cloudy,4896,5382
2012-03-09,Spring,2012,March,0,Friday,1,Mist/Cloudy,4122,4569
2012-03-10,Spring,2012,March,0,Saturday,0,Clear/Cloudy,3150,4118
2012-03-11,Spring,2012,March,0,Sunday,0,Clear/Cloudy,3253,4911
2012-03-12,Spring,2012,March,0,Monday,1,Clear/Cloudy,4460,5298
2012-03-13,Spring,2012,March,0,Tuesday,1,Clear/Cloudy,5085,5847
2012-03-14,Spring,2012,March,0,Wednesday,1,Clear/Cloudy,5315,6312
2012-03-15,Spring,2012,March,0,Thursday,1,Clear/Cloudy,5187,6192
2012-03-16,Spring,2012,March,0,Friday,1,Mist/Cloudy,3830,4378
2012-03-17,Spring,2012,March,0,Saturday,0,Mist/Cloudy,4681,7836
2012-03-18,Spring,2012,March,0,Sunday,0,Mist/Cloudy,3685,5892
2012-03-19,Spring,2012,March,0,Monday,1,Clear/Cloudy,5171,6153
2012-03-20,Spring,2012,March,0,Tuesday,1,Clear/Cloudy,5042,6093
2012-03-21,Summer,2012,March,0,Wednesday,1,Mist/Cloudy,5108,6230
2012-03-22,Summer,2012,March,0,Thursday,1,Clear/Cloudy,5537,6871
2012-03-23,Summer,2012,March,0,Friday,1,Mist/Cloudy,5893,8362
2012-03-24,Summer,2012,March,0,Saturday,0,Mist/Cloudy,2339,3372
2012-03-25,Summer,2012,March,0,Sunday,0,Mist/Cloudy,3464,4996
2012-03-26,Summer,2012,March,0,Monday,1,Clear/Cloudy,4763,5558
2012-03-27,Summer,2012,March,0,Tuesday,1,Clear/Cloudy,4571,5102
2012-03-28,Summer,2012,March,0,Wednesday,1,Clear/Cloudy,5024,5698
2012-03-29,Summer,2012,March,0,Thursday,1,Clear/Cloudy,5299,6133
2012-03-30,Summer,2012,March,0,Friday,1,Mist/Cloudy,4663,5459
2012-03-31,Summer,2012,March,0,Saturday,0,Mist/Cloudy,3934,6235
2012-04-01,Summer,2012,April,0,Sunday,0,Mist/Cloudy,3694,6041
2012-04-02,Summer,2012,April,0,Monday,1,Clear/Cloudy,4728,5936
2012-04-03,Summer,2012,April,0,Tuesday,1,Clear/Cloudy,5424,6772
2012-04-04,Summer,2012,April,0,Wednesday,1,Clear/Cloudy,5378,6436
2012-04-05,Summer,2012,April,0,Thursday,1,Clear/Cloudy,5265,6457
2012-04-06,Summer,2012,April,0,Friday,1,Clear/Cloudy,4653,6460
2012-04-07,Summer,2012,April,0,Saturday,0,Clear/Cloudy,3605,6857
2012-04-08,Summer,2012,April,0,Sunday,0,Clear/Cloudy,2939,5169
2012-04-09,Summer,2012,April,0,Monday,1,Clear/Cloudy,4680,5585
2012-04-10,Summer,2012,April,0,Tuesday,1,Clear/Cloudy,5099,5918
2012-04-11,Summer,2012,April,0,Wednesday,1,Clear/Cloudy,4380,4862
2012-04-12,Summer,2012,April,0,Thursday,1,Clear/Cloudy,4746,5409
2012-04-13,Summer,2012,April,0,Friday,1,Clear/Cloudy,5146,6398
2012-04-14,Summer,2012,April,0,Saturday,0,Clear/Cloudy,4665,7460
2012-04-15,Summer,2012,April,0,Sunday,0,Clear/Cloudy,4286,7132
2012-04-16,Summer,2012,April,1,Monday,0,Clear/Cloudy,5172,6370
2012-04-17,Summer,2012,April,0,Tuesday,1,Clear/Cloudy,5702,6691
2012-04-18,Summer,2012,April,0,Wednesday,1,Mist/Cloudy,4020,4367
2012-04-19,Summer,2012,April,0,Thursday,1,Clear/Cloudy,5719,6565
2012-04-20,Summer,2012,April,0,Friday,1,Clear/Cloudy,5950,7290
2012-04-21,Summer,2012,April,0,Saturday,0,Clear/Cloudy,4083,6624
2012-04-22,Summer,2012,April,0,Sunday,0,Light Snow/Light Rain/Cloudy,907,1027
2012-04-23,Summer,2012,April,0,Monday,1,Mist/Cloudy,3019,3214
2012-04-24,Summer,2012,April,0,Tuesday,1,Clear/Cloudy,5115,5633
2012-04-25,Summer,2012,April,0,Wednesday,1,Clear/Cloudy,5541,6196
2012-04-26,Summer,2012,April,0,Thursday,1,Mist/Cloudy,4551,5026
2012-04-27,Summer,2012,April,0,Friday,1,Clear/Cloudy,5219,6233
2012-04-28,Summer,2012,April,0,Saturday,0,Mist/Cloudy,3100,4220
2012-04-29,Summer,2012,April,0,Sunday,0,Clear/Cloudy,4075,6304
2012-04-30,Summer,2012,April,0,Monday,1,Mist/Cloudy,4907,5572
2012-05-01,Summer,2012,May,0,Tuesday,1,Mist/Cloudy,5087,5740
2012-05-02,Summer,2012,May,0,Wednesday,1,Clear/Cloudy,5502,6169
2012-05-03,Summer,2012,May,0,Thursday,1,Mist/Cloudy,5657,6421
2012-05-04,Summer,2012,May,0,Friday,1,Clear/Cloudy,5227,6296
2012-05-05,Summer,2012,May,0,Saturday,0,Mist/Cloudy,4387,6883
2012-05-06,Summer,2012,May,0,Sunday,0,Mist/Cloudy,4224,6359
2012-05-07,Summer,2012,May,0,Monday,1,Mist/Cloudy,5265,6273
2012-05-08,Summer,2012,May,0,Tuesday,1,Mist/Cloudy,4990,5728
2012-05-09,Summer,2012,May,0,Wednesday,1,Mist/Cloudy,4097,4717
2012-05-10,Summer,2012,May,0,Thursday,1,Clear/Cloudy,5546,6572
2012-05-11,Summer,2012,May,0,Friday,1,Clear/Cloudy,5711,7030
2012-05-12,Summer,2012,May,0,Saturday,0,Clear/Cloudy,4807,7429
2012-05-13,Summer,2012,May,0,Sunday,0,Clear/Cloudy,3946,6118
2012-05-14,Summer,2012,May,0,Monday,1,Mist/Cloudy,2501,2843
2012-05-15,Summer,2012,May,0,Tuesday,1,Mist/Cloudy,4490,5115
2012-05-16,Summer,2012,May,0,Wednesday,1,Clear/Cloudy,6433,7424
2012-05-17,Summer,2012,May,0,Thursday,1,Clear/Cloudy,6142,7384
2012-05-18,Summer,2012,May,0,Friday,1,Clear/Cloudy,6118,7639
2012-05-19,Summer,2012,May,0,Saturday,0,Clear/Cloudy,4884,8294
2012-05-20,Summer,2012,May,0,Sunday,0,Clear/Cloudy,4425,7129
2012-05-21,Summer,2012,May,0,Monday,1,Mist/Cloudy,3729,4359
2012-05-22,Summer,2012,May,0,Tuesday,1,Mist/Cloudy,5254,6073
2012-05-23,Summer,2012,May,0,Wednesday,1,Mist/Cloudy,4494,5260
2012-05-24,Summer,2012,May,0,Thursday,1,Clear/Cloudy,5711,6770
2012-05-25,Summer,2012,May,0,Friday,1,Clear/Cloudy,5317,6734
2012-05-26,Summer,2012,May,0,Saturday,0,Clear/Cloudy,3681,6536
2012-05-27,Summer,2012,May,0,Sunday,0,Clear/Cloudy,3308,6591
2012-05-28,Summer,2012,May,1,Monday,0,Clear/Cloudy,3486,6043
2012-05-29,Summer,2012,May,0,Tuesday,1,Clear/Cloudy,4863,5743
2012-05-30,Summer,2012,May,0,Wednesday,1,Mist/Cloudy,6110,6855
2012-05-31,Summer,2012,May,0,Thursday,1,Clear/Cloudy,6238,7338
2012-06-01,Summer,2012,June,0,Friday,1,Mist/Cloudy,3594,4127
2012-06-02,Summer,2012,June,0,Saturday,0,Clear/Cloudy,5325,8120
2012-06-03,Summer,2012,June,0,Sunday,0,Clear/Cloudy,5147,7641
2012-06-04,Summer,2012,June,0,Monday,1,Clear/Cloudy,5927,6998
2012-06-05,Summer,2012,June,0,Tuesday,1,Mist/Cloudy,6033,7001
2012-06-06,Summer,2012,June,0,Wednesday,1,Clear/Cloudy,6028,7055
2012-06-07,Summer,2012,June,0,Thursday,1,Clear/Cloudy,6456,7494
2012-06-08,Summer,2012,June,0,Friday,1,Clear/Cloudy,6248,7736
2012-06-09,Summer,2012,June,0,Saturday,0,Clear/Cloudy,4790,7498
2012-06-10,Summer,2012,June,0,Sunday,0,Clear/Cloudy,4374,6598
2012-06-11,Summer,2012,June,0,Monday,1,Mist/Cloudy,5647,6664
2012-06-12,Summer,2012,June,0,Tuesday,1,Mist/Cloudy,4495,4972
2012-06-13,Summer,2012,June,0,Wednesday,1,Clear/Cloudy,6248,7421
2012-06-14,Summer,2012,June,0,Thursday,1,Clear/Cloudy,6183,7363
2012-06-15,Summer,2012,June,0,Friday,1,Clear/Cloudy,6102,7665
2012-06-16,Summer,2012,June,0,Saturday,0,Clear/Cloudy,4739,7702
2012-06-17,Summer,2012,June,0,Sunday,0,Clear/Cloudy,4344,6978
2012-06-18,Summer,2012,June,0,Monday,1,Mist/Cloudy,4446,5099
2012-06-19,Summer,2012,June,0,Tuesday,1,Clear/Cloudy,5857,6825
2012-06-20,Summer,2012,June,0,Wednesday,1,Clear/Cloudy,5339,6211
2012-06-21,Fall,2012,June,0,Thursday,1,Clear/Cloudy,5127,5905
2012-06-22,Fall,2012,June,0,Friday,1,Clear/Cloudy,4859,5823
2012-06-23,Fall,2012,June,0,Saturday,0,Clear/Cloudy,4801,7458
2012-06-24,Fall,2012,June,0,Sunday,0,Clear/Cloudy,4340,6891
2012-06-25,Fall,2012,June,0,Monday,1,Clear/Cloudy,5640,6779
2012-06-26,Fall,2012,June,0,Tuesday,1,Clear/Cloudy,6365,7442
2012-06-27,Fall,2012,June,0,Wednesday,1,Clear/Cloudy,6258,7335
2012-06-28,Fall,2012,June,0,Thursday,1,Clear/Cloudy,5958,6879
2012-06-29,Fall,2012,June,0,Friday,1,Clear/Cloudy,4634,5463
2012-06-30,Fall,2012,June,0,Saturday,0,Clear/Cloudy,4232,5687
2012-07-01,Fall,2012,July,0,Sunday,0,Clear/Cloudy,4110,5531
2012-07-02,Fall,2012,July,0,Monday,1,Clear/Cloudy,5323,6227
2012-07-03,Fall,2012,July,0,Tuesday,1,Clear/Cloudy,5608,6660
2012-07-04,Fall,2012,July,1,Wednesday,0,Clear/Cloudy,4841,7403
2012-07-05,Fall,2012,July,0,Thursday,1,Clear/Cloudy,4836,6241
2012-07-06,Fall,2012,July,0,Friday,1,Clear/Cloudy,4841,6207
2012-07-07,Fall,2012,July,0,Saturday,0,Clear/Cloudy,3392,4840
2012-07-08,Fall,2012,July,0,Sunday,0,Clear/Cloudy,3469,4672
2012-07-09,Fall,2012,July,0,Monday,1,Mist/Cloudy,5571,6569
2012-07-10,Fall,2012,July,0,Tuesday,1,Mist/Cloudy,5336,6290
2012-07-11,Fall,2012,July,0,Wednesday,1,Clear/Cloudy,6289,7264
2012-07-12,Fall,2012,July,0,Thursday,1,Clear/Cloudy,6414,7446
2012-07-13,Fall,2012,July,0,Friday,1,Mist/Cloudy,5988,7499
2012-07-14,Fall,2012,July,0,Saturday,0,Mist/Cloudy,4614,6969
2012-07-15,Fall,2012,July,0,Sunday,0,Clear/Cloudy,4111,6031
2012-07-16,Fall,2012,July,0,Monday,1,Clear/Cloudy,5742,6830
2012-07-17,Fall,2012,July,0,Tuesday,1,Clear/Cloudy,5865,6786
2012-07-18,Fall,2012,July,0,Wednesday,1,Clear/Cloudy,4914,5713
2012-07-19,Fall,2012,July,0,Thursday,1,Clear/Cloudy,5703,6591
2012-07-20,Fall,2012,July,0,Friday,1,Mist/Cloudy,5123,5870
2012-07-21,Fall,2012,July,0,Saturday,0,Light Snow/Light Rain/Cloudy,3195,4459
2012-07-22,Fall,2012,July,0,Sunday,0,Mist/Cloudy,4866,7410
2012-07-23,Fall,2012,July,0,Monday,1,Clear/Cloudy,5831,6966
2012-07-24,Fall,2012,July,0,Tuesday,1,Clear/Cloudy,6452,7592
2012-07-25,Fall,2012,July,0,Wednesday,1,Clear/Cloudy,6790,8173
2012-07-26,Fall,2012,July,0,Thursday,1,Clear/Cloudy,5825,6861
2012-07-27,Fall,2012,July,0,Friday,1,Clear/Cloudy,5645,6904
2012-07-28,Fall,2012,July,0,Saturday,0,Clear/Cloudy,4451,6685
2012-07-29,Fall,2012,July,0,Sunday,0,Clear/Cloudy,4444,6597
2012-07-30,Fall,2012,July,0,Monday,1,Clear/Cloudy,6065,7105
2012-07-31,Fall,2012,July,0,Tuesday,1,Clear/Cloudy,6248,7216
2012-08-01,Fall,2012,August,0,Wednesday,1,Clear/Cloudy,6506,7580
2012-08-02,Fall,2012,August,0,Thursday,1,Clear/Cloudy,6278,7261
2012-08-03,Fall,2012,August,0,Friday,1,Mist/Cloudy,5847,7175
2012-08-04,Fall,2012,August,0,Saturday,0,Clear/Cloudy,4479,6824
2012-08-05,Fall,2012,August,0,Sunday,0,Clear/Cloudy,3757,5464
2012-08-06,Fall,2012,August,0,Monday,1,Mist/Cloudy,5780,7013
2012-08-07,Fall,2012,August,0,Tuesday,1,Mist/Cloudy,5995,7273
2012-08-08,Fall,2012,August,0,Wednesday,1,Mist/Cloudy,6271,7534
2012-08-09,Fall,2012,August,0,Thursday,1,Clear/Cloudy,6090,7286
2012-08-10,Fall,2012,August,0,Friday,1,Mist/Cloudy,4721,5786
2012-08-11,Fall,2012,August,0,Saturday,0,Mist/Cloudy,4052,6299
2012-08-12,Fall,2012,August,0,Sunday,0,Clear/Cloudy,4362,6544
2012-08-13,Fall,2012,August,0,Monday,1,Clear/Cloudy,5676,6883
2012-08-14,Fall,2012,August,0,Tuesday,1,Clear/Cloudy,5656,6784
2012-08-15,Fall,2012,August,0,Wednesday,1,Clear/Cloudy,6149,7347
2012-08-16,Fall,2012,August,0,Thursday,1,Clear/Cloudy,6267,7605
2012-08-17,Fall,2012,August,0,Friday,1,Clear/Cloudy,5665,7148
2012-08-18,Fall,2012,August,0,Saturday,0,Clear/Cloudy,5038,7865
2012-08-19,Fall,2012,August,0,Sunday,0,Mist/Cloudy,3341,4549
2012-08-20,Fall,2012,August,0,Monday,1,Mist/Cloudy,5504,6530
2012-08-21,Fall,2012,August,0,Tuesday,1,Clear/Cloudy,5925,7006
2012-08-22,Fall,2012,August,0,Wednesday,1,Clear/Cloudy,6281,7375
2012-08-23,Fall,2012,August,0,Thursday,1,Clear/Cloudy,6402,7765
2012-08-24,Fall,2012,August,0,Friday,1,Mist/Cloudy,6257,7582
2012-08-25,Fall,2012,August,0,Saturday,0,Mist/Cloudy,4224,6053
2012-08-26,Fall,2012,August,0,Sunday,0,Mist/Cloudy,3772,5255
2012-08-27,Fall,2012,August,0,Monday,1,Clear/Cloudy,5928,6917
2012-08-28,Fall,2012,August,0,Tuesday,1,Clear/Cloudy,6105,7040
2012-08-29,Fall,2012,August,0,Wednesday,1,Clear/Cloudy,6520,7697
2012-08-30,Fall,2012,August,0,Thursday,1,Clear/Cloudy,6541,7713
2012-08-31,Fall,2012,August,0,Friday,1,Clear/Cloudy,5917,7350
2012-09-01,Fall,2012,September,0,Saturday,0,Mist/Cloudy,3788,6140
2012-09-02,Fall,2012,September,0,Sunday,0,Mist/Cloudy,3197,5810
2012-09-03,Fall,2012,September,1,Monday,0,Clear/Cloudy,4069,6034
2012-09-04,Fall,2012,September,0,Tuesday,1,Clear/Cloudy,5997,6864
2012-09-05,Fall,2012,September,0,Wednesday,1,Clear/Cloudy,6280,7112
2012-09-06,Fall,2012,September,0,Thursday,1,Mist/Cloudy,5592,6203
2012-09-07,Fall,2012,September,0,Friday,1,Clear/Cloudy,6459,7504
2012-09-08,Fall,2012,September,0,Saturday,0,Mist/Cloudy,4419,5976
2012-09-09,Fall,2012,September,0,Sunday,0,Clear/Cloudy,5657,8227
2012-09-10,Fall,2012,September,0,Monday,1,Clear/Cloudy,6407,7525
2012-09-11,Fall,2012,September,0,Tuesday,1,Clear/Cloudy,6697,7767
2012-09-12,Fall,2012,September,0,Wednesday,1,Clear/Cloudy,6820,7870
2012-09-13,Fall,2012,September,0,Thursday,1,Clear/Cloudy,6750,7804
2012-09-14,Fall,2012,September,0,Friday,1,Clear/Cloudy,6630,8009
2012-09-15,Fall,2012,September,0,Saturday,0,Clear/Cloudy,5554,8714
2012-09-16,Fall,2012,September,0,Sunday,0,Clear/Cloudy,5167,7333
2012-09-17,Fall,2012,September,0,Monday,1,Mist/Cloudy,5847,6869
2012-09-18,Fall,2012,September,0,Tuesday,1,Mist/Cloudy,3702,4073
2012-09-19,Fall,2012,September,0,Wednesday,1,Clear/Cloudy,6803,7591
2012-09-20,Fall,2012,September,0,Thursday,1,Clear/Cloudy,6781,7720
2012-09-21,Fall,2012,September,0,Friday,1,Clear/Cloudy,6917,8167
2012-09-22,Fall,2012,September,0,Saturday,0,Clear/Cloudy,5883,8395
2012-09-23,Winter,2012,September,0,Sunday,0,Clear/Cloudy,5453,7907
2012-09-24,Winter,2012,September,0,Monday,1,Clear/Cloudy,6435,7436
2012-09-25,Winter,2012,September,0,Tuesday,1,Clear/Cloudy,6693,7538
2012-09-26,Winter,2012,September,0,Wednesday,1,Clear/Cloudy,6946,7733
2012-09-27,Winter,2012,September,0,Thursday,1,Mist/Cloudy,6642,7393
2012-09-28,Winter,2012,September,0,Friday,1,Mist/Cloudy,6370,7415
2012-09-29,Winter,2012,September,0,Saturday,0,Clear/Cloudy,5966,8555
2012-09-30,Winter,2012,September,0,Sunday,0,Clear/Cloudy,4874,6889
2012-10-01,Winter,2012,October,0,Monday,1,Mist/Cloudy,6015,6778
2012-10-02,Winter,2012,October,0,Tuesday,1,Light Snow/Light Rain/Cloudy,4324,4639
2012-10-03,Winter,2012,October,0,Wednesday,1,Mist/Cloudy,6844,7572
2012-10-04,Winter,2012,October,0,Thursday,1,Mist/Cloudy,6437,7328
2012-10-05,Winter,2012,October,0,Friday,1,Clear/Cloudy,6640,8156
2012-10-06,Winter,2012,October,0,Saturday,0,Clear/Cloudy,4934,7965
2012-10-07,Winter,2012,October,0,Sunday,0,Mist/Cloudy,2729,3510
2012-10-08,Winter,2012,October,1,Monday,0,Mist/Cloudy,4604,5478
2012-10-09,Winter,2012,October,0,Tuesday,1,Mist/Cloudy,5791,6392
2012-10-10,Winter,2012,October,0,Wednesday,1,Clear/Cloudy,6911,7691
2012-10-11,Winter,2012,October,0,Thursday,1,Clear/Cloudy,6736,7570
2012-10-12,Winter,2012,October,0,Friday,1,Clear/Cloudy,6222,7282
2012-10-13,Winter,2012,October,0,Saturday,0,Clear/Cloudy,4857,7109
2012-10-14,Winter,2012,October,0,Sunday,0,Clear/Cloudy,4559,6639
2012-10-15,Winter,2012,October,0,Monday,1,Mist/Cloudy,5115,5875
2012-10-16,Winter,2012,October,0,Tuesday,1,Clear/Cloudy,6612,7534
2012-10-17,Winter,2012,October,0,Wednesday,1,Clear/Cloudy,6482,7461
2012-10-18,Winter,2012,October,0,Thursday,1,Mist/Cloudy,6501,7509
2012-10-19,Winter,2012,October,0,Friday,1,Mist/Cloudy,4671,5424
2012-10-20,Winter,2012,October,0,Saturday,0,Clear/Cloudy,5284,8090
2012-10-21,Winter,2012,October,0,Sunday,0,Clear/Cloudy,4692,6824
2012-10-22,Winter,2012,October,0,Monday,1,Clear/Cloudy,6228,7058
2012-10-23,Winter,2012,October,0,Tuesday,1,Clear/Cloudy,6625,7466
2012-10-24,Winter,2012,October,0,Wednesday,1,Clear/Cloudy,6898,7693
2012-10-25,Winter,2012,October,0,Thursday,1,Mist/Cloudy,6484,7359
2012-10-26,Winter,2012,October,0,Friday,1,Mist/Cloudy,6262,7444
2012-10-27,Winter,2012,October,0,Saturday,0,Mist/Cloudy,5209,7852
2012-10-28,Winter,2012,October,0,Sunday,0,Mist/Cloudy,3461,4459
2012-10-29,Winter,2012,October,0,Monday,1,Light Snow/Light Rain/Cloudy,20,22
2012-10-30,Winter,2012,October,0,Tuesday,1,Mist/Cloudy,1009,1096
2012-10-31,Winter,2012,October,0,Wednesday,1,Mist/Cloudy,5147,5566
2012-11-01,Winter,2012,November,0,Thursday,1,Mist/Cloudy,5520,5986
2012-11-02,Winter,2012,November,0,Friday,1,Clear/Cloudy,5229,5847
2012-11-03,Winter,2012,November,0,Saturday,0,Mist/Cloudy,4109,5138
2012-11-04,Winter,2012,November,0,Sunday,0,Clear/Cloudy,3906,5107
2012-11-05,Winter,2012,November,0,Monday,1,Clear/Cloudy,4881,5259
2012-11-06,Winter,2012,November,0,Tuesday,1,Clear/Cloudy,5220,5686
